,split,genre,dataset,year,sid,score,sentence1,sentence2
3206,train,main-news,MSRpar,2012train,402,2.25,Dịch vụ thời tiết báo cáo gió duy trì tối đa gần 105 dặm một giờ với gió giật mạnh hơn.,"Gió duy trì tối đa là khoảng 40 dặm / giờ, với gió giật mạnh hơn."
3207,train,main-news,MSRpar,2012train,403,4.0,"Những chiếc bô WiFi sẽ được công bố vào mùa hè này, tại các lễ hội âm nhạc ở Anh.",Bô cổng thông tin đầu tiên trên thế giới đã sớm được tung ra tại các lễ hội mùa hè ở Anh.
3208,train,main-news,MSRpar,2012train,405,4.25,"Những người đàn ông uống trà, đặc biệt là trà xanh, có thể làm giảm đáng kể nguy cơ ung thư tuyến tiền liệt, một nghiên cứu mang tính bước ngoặt của WA đã tìm thấy.","Uống trà xanh có thể làm giảm đáng kể nguy cơ nam giới mắc bệnh ung thư tuyến tiền liệt, một nghiên cứu của các nhà nghiên cứu Úc đã phát hiện ra."
3209,train,main-news,MSRpar,2012train,408,4.0,Các nhà dự báo thời tiết cho biết cảnh báo có thể tăng lên đối với Cuba vào cuối ngày thứ Năm.,Đồng hồ hoặc cảnh báo có thể được đưa ra cho miền đông Cuba vào cuối ngày thứ Năm.
3210,train,main-news,MSRpar,2012train,409,3.0,Người Shiite chiếm 20% dân số cả nước.,"Người Sunni chiếm 77% dân số Pakistan, người Shiite chiếm 20%."
3211,train,main-news,MSRpar,2012train,410,3.4,"CWA, đại diện cho hơn 2.300 nhân viên Comcast, gọi đó là quá mức khi một nhân viên công đoàn điển hình kiếm được khoảng 27.000 đô la một năm.","Liên đoàn Công nhân Truyền thông, đại diện cho hơn 2.300 nhân viên Comcast, gọi gói lương điều hành là quá mức khi một nhân viên công đoàn điển hình kiếm được khoảng 27.000 đô la hàng năm."
3212,train,main-news,MSRpar,2012train,411,3.8,"Nhóm người tiêu dùng đã tạo ra 4,47 tỷ đô la lợi nhuận và 20 tỷ đô la doanh thu từ tháng Giêng đến tháng Sáu, 53% lợi nhuận và doanh thu của Citigroup.","Nó tạo ra 4,47 tỷ đô la lợi nhuận và 20 tỷ đô la doanh thu trong nửa đầu năm, chiếm 53% tổng số của Citigroup."
3213,train,main-news,MSRpar,2012train,412,4.0,"GALLOWAY TOWNSHIP, N.J. Annika Sorenstam thu hút đám đông, Michelle Wie được công chúng chú ý nhưng Angela Stanford đã giành chiến thắng LPGA đầu tiên.","GALLOWAY TOWNSHIP, N.J. >> Annika Sorenstam và Michelle Wie đã thu hút đám đông, nhưng Angela Stanford đã giành chiến thắng LPGA đầu tiên của mình."
3214,train,main-news,MSRpar,2012train,415,2.5,Các chuyến bay từ New York đến London của British Airways sẽ kết thúc vào tháng Mười.,British Airways có kế hoạch cho nghỉ hưu bảy chiếc Concorde vào cuối tháng Mười.
3215,train,main-news,MSRpar,2012train,416,4.5,"Chính sách mới mang lại trọng lượng lớn nhất cho điểm số, điểm kiểm tra và chương trình giảng dạy trung học của học sinh.","Thành tích học tập - bao gồm điểm số, điểm kiểm tra và chương trình giảng dạy trung học - được ưu tiên cao nhất."
3216,train,main-news,MSRpar,2012train,417,4.5,"Phiên bản mới, W32 / Sobig.C-mm, đã đạt đến trạng thái bùng phát \""cấp cao\"" vào thứ Hai, theo các nhà phân tích bảo mật.","Các nhà phân tích bảo mật cho biết phiên bản mới, W32 / Sobig.C-mm, đã đạt đến trạng thái bùng phát \""cấp cao\"" vào giữa buổi chiều thứ Hai."
3217,train,main-news,MSRpar,2012train,418,3.6,"Người duy nhất khác không được tìm thấy hôm Chủ nhật là một người đàn ông đến từ Fort Worth, Texas.","Một người khác, một người đàn ông đến từ Fort Worth, Texas, cũng mất tích."
3218,train,main-news,MSRpar,2012train,421,0.8,"Chỉ số Standard &; Poor's 500 rộng hơn <. SPX> tăng 11,91 điểm, tương đương 1,19%, lên 986,60 điểm.","Chỉ số Nasdaq Composite đầy công nghệ . IXIC giảm 16,68 điểm, tương đương 1,01%, xuống 1.636,94 điểm."
3219,train,main-news,MSRpar,2012train,422,4.091,"Các thành viên AFTRA đã thông qua việc sáp nhập với số phiếu 75,88% so với 24,12%.","Mặt khác, AFTRA đã chấp thuận việc sáp nhập với tỷ lệ khổng lồ 75%."
3220,train,main-news,MSRpar,2012train,423,2.25,"Đồng tiền này đã suy yếu nhẹ vào thứ Hai để giao dịch ở mức 55,34/39, không xa mức thấp kỷ lục 55,75.","Đồng tiền suy yếu một thời gian ngắn vào sáng thứ Hai nhưng đã hồi phục để giao dịch ở mức 55,25/29, ít thay đổi so với thứ Sáu."
3221,train,main-news,MSRpar,2012train,424,5.0,"Trong khi một số khu vực khác của châu Phi đã được sử dụng làm căn cứ dàn dựng cho nhóm khủng bố, Malawi trước đây không phải là trọng tâm chính của các cuộc điều tra về al-Qaida.","Trong khi một số khu vực khác của châu Phi đã được sử dụng làm căn cứ dàn dựng của Al Qaeda, Malawi trước đây không phải là trọng tâm chính của các cuộc điều tra về nhóm này."
3222,train,main-news,MSRpar,2012train,425,3.75,"Hôm Chủ nhật, một binh sĩ Mỹ đã thiệt mạng và một người khác bị thương ở miền nam Iraq khi một bãi chứa đạn dược phát nổ.","Hôm Chủ nhật, một binh sĩ Mỹ đã thiệt mạng và một người khác bị thương khi một bãi chứa đạn dược mà họ đang canh gác phát nổ ở miền nam Iraq."
3223,train,main-news,MSRpar,2012train,426,3.667,"\""Tôi thực sự hào hứng khi trở thành một Cleveland Cavalier,\"" James nói.","\""Tôi thực sự hào hứng khi đến Cleveland,\"" James nói với ESPN.com."
3224,train,main-news,MSRpar,2012train,427,2.667,"Theo các quan chức thực thi pháp luật, người bị bắt là một hacker tinh vi được biết đến.","Theo các quan chức thực thi pháp luật, cá nhân này đã giải mã mật khẩu trên máy chủ."
3225,train,main-news,MSRpar,2012train,428,3.333,"Không bao gồm các cáo buộc kiện tụng, khoản lỗ của RIM thậm chí còn thu hẹp hơn nữa xuống còn 1 cent một cổ phiếu.","Không bao gồm kiện tụng bằng sáng chế, khoản lỗ của RIM trong quý là 700.000 đô la, tương đương 1 cent mỗi cổ phiếu."
3226,train,main-news,MSRpar,2012train,429,3.0,"Chỉ số Standard &; Poor's 500 rộng . SPX tăng 19,72 điểm, tương đương 1,98%, lên 1.015,69 điểm.","Chỉ số trung bình công nghiệp Dow Jones . DJI tăng 2,09%, trong khi chỉ số Standard &; Poor's 500. SPX tăng 2,23%."
3227,train,main-news,MSRpar,2012train,430,3.444,"Nó cũng sẽ giúp cải cách Cảnh sát Quần đảo Hoàng gia Solomon, củng cố hệ thống tòa án và nhà tù và bảo vệ các tổ chức quan trọng như Bộ Tài chính khỏi sự đe dọa.","Lực lượng can thiệp sẽ tịch thu vũ khí, cải cách cảnh sát, củng cố tòa án và hệ thống nhà tù và bảo vệ các tổ chức chủ chốt như Bộ Tài chính."
3228,train,main-news,MSRpar,2012train,431,3.8,"Ông Alibek nói: \""Kết quả của chúng tôi rất đáng khích lệ.","\""Kết quả của chúng tôi rất đáng khích lệ\"", nhà nghiên cứu Ken Alibek của George Mason cho biết."
3229,train,main-news,MSRpar,2012train,433,3.6,"Một bồi thẩm đoàn đã kết án rapper C-Murder, còn được gọi là Corey Miller, về tội giết người cấp độ hai vào tối thứ Ba trong vụ bắn chết một thiếu niên 16 tuổi trong hộp đêm Jefferson Parish.","Rapper C-Murder đã bị kết tội giết người cấp độ hai, một tội ác có bản án chung thân tự động, trong vụ bắn chết một thiếu niên 16 tuổi bên trong hộp đêm Jefferson Parish."
3230,train,main-news,MSRpar,2012train,435,5.0,Các loạt phim khác của Wells bao gồm NBC's ER và Third Watch.,"Các loạt phim khác của Wells bao gồm \""ER\"" và \""Third Watch\"" của NBC."
3231,train,main-news,MSRpar,2012train,436,3.0,"Ba mươi ba trong số 42 người đàn ông đã bị bắt vào tối thứ Tư, Daniel Bogden, luật sư Hoa Kỳ ở Nevada cho biết.","Ba mươi bốn người đàn ông đã bị bắt và những người khác đang bị truy tìm, Luật sư Hoa Kỳ Daniel Bogden cho biết hôm qua."
3232,train,main-news,MSRpar,2012train,438,3.4,Người chiến thắng Tour de France năm lần và người sống sót sau ung thư Lance Armstrong đã có một vài lời khuyên cho những người sống sót sau ung thư khác ở Denver vào thứ Sáu.,Người chiến thắng Tour de France năm lần Lance Armstrong đang ở Denver hôm nay để tham dự một cuộc họp về việc sống sót sau căn bệnh ung thư.
3233,train,main-news,MSRpar,2012train,439,3.8,"Cô sống sót sau anh ta cũng như bốn đứa con của họ - con trai Anthony và Kelly, con gái Linda Hope và Nora Somers - và bốn đứa cháu.",Hy vọng được sống sót bởi vợ anh ta; con trai Anthony và Kelly; con gái Linda và Nora Somers; và bốn đứa cháu.
3234,train,main-news,MSRpar,2012train,440,3.6,Cảnh sát sử dụng bình xịt hơi cay đã bắt giữ 12 người vào tối thứ Hai tại một cuộc tuần hành và biểu tình của khoảng 400 nhà hoạt động phản đối một hội thảo đào tạo hàng năm của Đơn vị Tình báo Thực thi Pháp luật.,Cảnh sát đã sử dụng bình xịt hơi cay và đạn cao su để giải tán một cuộc tuần hành và biểu tình ở trung tâm thành phố đêm qua của các nhà hoạt động phản đối một hội thảo đào tạo tình báo cảnh sát hàng năm.
3235,train,main-news,MSRpar,2012train,442,3.6,Bộ đã ra lệnh giảm 18.2% cho Allstate Texas Lloyds và giảm 12% cho State Farm Lloyds.,"Bộ đã ra lệnh giảm 12% cho State Farm Lloyds, công ty bảo hiểm lớn nhất của tiểu bang, và giảm 18.2% cho Allstate Texas Lloyds, công ty lớn thứ ba."
3236,train,main-news,MSRpar,2012train,444,2.4,"Cổ phiếu Colgate đóng cửa hôm thứ Hai ở mức 56,30 đô la trên Sàn giao dịch chứng khoán New York.",Cổ phiếu Colgate đã giảm 30 cent xuống còn 56 USD trong phiên giao dịch buổi sáng trên thị trường chứng khoán New York.
3237,train,main-news,MSRpar,2012train,445,2.4,"Một số tiếng súng vang lên trong bóng tối, nhưng chỉ có một con cá sấu bị giết vào lúc 11 giờ đêm.","Một số tiếng súng vang lên vào tối thứ Tư, nhưng không có con cá sấu nào bị giết sau đó."
3238,train,main-news,MSRpar,2012train,447,0.889,"Chỉ số Standard &; Poor's 500 rộng hơn <. SPX> thấp hơn 0,46 điểm, tương đương 0,05%, ở mức 997,02.","Chỉ số Nasdaq Composite đầy công nghệ . IXIC tăng 7,42 điểm, tương đương 0,45%, lên 1.653,44 điểm."
3239,train,main-news,MSRpar,2012train,449,4.75,"Đảng Cộng hòa đã cam kết sẽ hoàn thành gói thuốc Medicare vào tháng Tám, sau đó gia hạn thời hạn đến ngày 17 tháng Mười, và họ vẫn đang làm việc đó.","Đảng Cộng hòa đã cam kết hoàn thành gói thuốc Medicare vào tháng 8, sau đó gia hạn đến ngày 17/10."
3240,train,main-news,MSRpar,2012train,452,3.5,"Chỉ số đo lường hoạt động trong lĩnh vực dịch vụ, đã tăng lên 50,7 vào tháng trước từ 47,9 trong tháng 3.","ISM có trụ sở tại Arizona báo cáo hôm thứ Hai rằng chỉ số phi sản xuất của họ đã tăng lên 50,7 vào tháng trước, từ 47,9 trong tháng Ba."
3241,train,main-news,MSRpar,2012train,453,5.0,Tổng thống Bush dự định gặp Thủ tướng Israel Ariel Sharon và tân Thủ tướng Palestine Mahmoud Abbas tại cảng Aqaba của Jordan vào thứ Tư.,"Vào thứ Tư tuần tới, ông Bush sẽ gặp Thủ tướng Israel Ariel Sharon và tân lãnh tụ Palestine Mahmoud Abbas tại Aqaba, Jordan."
3242,train,main-news,MSRpar,2012train,454,3.6,"\""Không giống như nhiều công ty Internet giai đoạn đầu, Google được cho là có lãi.",Google do tư nhân nắm giữ được cho là có lãi.
3243,train,main-news,MSRpar,2012train,455,3.0,"\""Có thể giả định rằng Thượng viện đã sẵn sàng thông qua một số hình thức giới hạn\"", King nói.",Thật an toàn khi cho rằng Thượng viện đã sẵn sàng thông qua một số hình thức giới hạn. Mức độ của nó sẽ được tranh luận.
3244,train,main-news,MSRpar,2012train,456,3.8,"Và khi được hỏi liệu anh ta có cảm thấy hối hận hay tội lỗi về vụ tấn công hay không, câu trả lời của anh ta là \""không\"".","Khi được hỏi liệu ông có cảm thấy hối hận về vụ tấn công ngày 12 tháng 10 hay không, câu trả lời là \""không\""."
3245,train,main-news,MSRpar,2012train,457,3.0,"Một cổ phiếu tăng mạnh khác là Rambus Inc. (nasdaq: RMBS - tin tức - con người), tăng 32%.","Rambus Inc. (nasdaq: RMBS - tin tức - con người) tăng 38%, trở thành cổ phiếu tăng phần trăm lớn nhất trên Nasdaq."
3246,train,main-news,MSRpar,2012train,458,1.8,Russ Britt là Trưởng văn phòng Los Angeles về CBS.MarketWatch.com.,Emily Church là trưởng văn phòng CBS.MarketWatch.com ở London.
3247,train,main-news,MSRpar,2012train,459,4.8,"\""Nếu bạn thông qua dự luật này, Big Brother sẽ theo dõi bạn,\"" Hạ nghị sĩ John Mabry, D-Waco nói.","\""Nếu bạn thông qua dự luật này,\"" Hạ nghị sĩ John Mabry Jr., D-Waco, nói với các đồng nghiệp, \""Big Brother sẽ theo dõi bạn.\"""
3248,train,main-news,MSRpar,2012train,460,3.8,"Douglas Robinson, phó chủ tịch cấp cao về tài chính, sẽ đảm nhận vị trí giám đốc tài chính trên cơ sở tạm thời.","Douglas Robinson, phó chủ tịch cấp cao của CA, tài chính, sẽ lấp đầy vị trí này trong thời gian tạm thời."
3249,train,main-news,MSRpar,2012train,462,4.0,Một số tiểu bang và chính phủ liên bang sau đó đã thông qua các lệnh cấm tương tự hoặc nghiêm ngặt hơn.,"Theo sự dẫn dắt của California, một số tiểu bang và chính phủ liên bang đã thông qua các lệnh cấm tương tự hoặc cứng rắn hơn."
3250,train,main-news,MSRpar,2012train,463,4.6,"Tuy nhiên, ông lưu ý Miami phải quyết định có nên tìm kiếm tư cách thành viên ACC cho năm học tới trước ngày 30 tháng Sáu hay không để tuân thủ các hướng dẫn của Big East.","Tuy nhiên, ông lưu ý rằng Miami phải quyết định có nên tìm kiếm tư cách thành viên ACC trước ngày 30 tháng Sáu để tuân thủ các hướng dẫn của Big East hay không."
3251,train,main-news,MSRpar,2012train,465,4.8,"Doanh thu của The Hulk thấp hơn nhiều so với bộ phim chuyển thể từ Marvel Comics vào tháng trước, X2: X-Men United, thu về 85,6 triệu đô la trong tuần đầu công chiếu.","The Hulk đã theo sau bộ phim chuyển thể từ Marvel Comics vào tháng trước, X2: X-Men United, thu về 85,6 triệu đô la trong tuần đầu công chiếu."
3252,train,main-news,MSRpar,2012train,466,2.0,"Cổ phiếu của EchoStar có trụ sở tại Littleton, Colorado tăng 1,63 USD, tương đương 5,3%, lên 32,26 USD vào lúc 10:55 sáng.","Hôm thứ Hai, cổ phiếu EchoStar (DISH: news, chart, profile) giảm 1,40 USD, tương đương 4,4%, xuống còn 30,63 USD."
3253,train,main-news,MSRpar,2012train,467,3.2,"Chữ ký hợp lệ của 897,158 cử tri California đã ghi danh phải được thu thập và nộp cho các quan chức bầu cử quận trước ngày 2 tháng Chín.","Để buộc một cuộc bầu cử bãi nhiệm Davis, chữ ký hợp lệ của 897.158 cử tri California đã đăng ký phải được nộp cho các quan chức bầu cử."
3254,train,main-news,MSRpar,2012train,468,2.2,"Trái phiếu kỳ hạn 10 năm chuẩn US10YT = RR mất giá 11/32, đưa lợi suất của nó lên 3,21% từ mức 3,17% vào cuối ngày thứ Hai.","Xa hơn nữa khỏi đường cong, trái phiếu kỳ hạn 10 năm chuẩn US10YT = RR giảm giá 18/32, đưa lợi suất của nó xuống 3,24% từ 3,17%."
3255,train,main-news,MSRpar,2012train,469,4.0,MDC gọi cuộc đình công là để buộc ông Mugabe phải từ chức hoặc đàm phán giải quyết cuộc khủng hoảng Zimbabwe.,MDC kêu gọi cuộc biểu tình kéo dài một tuần để thúc giục Mugabe từ chức hoặc đàm phán giải quyết cuộc khủng hoảng đang kìm hãm đất nước.
3256,train,main-news,MSRpar,2012train,472,1.2,"Doanh thu tăng 3,9%, từ 1,57 tỷ USD lên 1,63 tỷ USD.","Công ty có trụ sở tại McLean, Virginia cho biết doanh thu báo chí tăng 5% lên 1,46 tỷ USD."
3257,train,main-news,MSRpar,2012train,473,4.0,"Vào tháng Giêng năm 2000, máy tính xách tay chiếm ít hơn 25% khối lượng bán hàng.","Điều đó so với tháng Giêng năm 2000, khi máy tính xách tay chiếm ít hơn 25% doanh số bán hàng, NPD cho biết."
3258,train,main-news,MSRpar,2012train,474,3.0,Guillermo Coria người Argentina và cầu thủ người Hà Lan Martin Verkerk nằm ở nửa còn lại.,Trận bán kết còn lại giữa Guillermo Coria của Argentina và Martin Verkerk của Hà Lan cũng rất hấp dẫn.
3259,train,main-news,MSRpar,2012train,476,2.8,"\""Tôi có thể nói gì với các bạn?\"" ông nói với đám đông tại một nghĩa trang với hàng ngàn bia mộ, nhiều bia đá đánh dấu mộ của cả gia đình.","Ông Powell nói với đám đông tại một nghĩa trang với hàng ngàn bia mộ, nhiều bia đánh dấu mộ của cả gia đình."
3260,train,main-news,MSRpar,2012train,479,4.4,"Bà chỉ có một điều kiện duy nhất, đó là cuốn sách không được xuất bản cho đến khi bà qua đời.","Tuy nhiên, bà khăng khăng rằng nó không được xuất bản cho đến sau khi bà qua đời."
3261,train,main-news,MSRpar,2012train,480,2.6,Các phát hiện được công bố trên ấn bản ngày 6 tháng 11 của tạp chí Nature.,"Cả hai nghiên cứu đều được công bố vào thứ Năm trên tạp chí Nature, tạp chí khoa học hàng tuần của Anh."
3262,train,main-news,MSRpar,2012train,481,1.4,"Thu nhập hộ gia đình trung bình giảm 1,1% từ năm 2001 đến năm 2002 xuống còn 42.409 USD, sau khi tính đến lạm phát.","Cuộc khảo sát tương tự cho thấy thu nhập hộ gia đình trung bình tăng 51 đô la, khi tính đến lạm phát, lên 43.057 đô la."
3263,train,main-news,MSRpar,2012train,482,3.2,"Các nhà lãnh đạo Hoa Kỳ và châu Âu hôm thứ Tư đã cam kết hợp tác để ngăn chặn Iran phát triển vũ khí hạt nhân, thể hiện một mặt trận thống nhất sau nhiều tháng gay gắt cay đắng về Iraq.","Tổng thống Bush cho biết các nhà lãnh đạo Hoa Kỳ và Liên hiệp châu Âu, tại một hội nghị thượng đỉnh thường niên ở Washington, đã đồng ý về sự cần thiết phải ngăn chặn Iran phát triển vũ khí hạt nhân."
3264,train,main-news,MSRpar,2012train,484,3.0,"Ông rời quân đội đến Syria, nơi ông được đào tạo tôn giáo.","Ông chuyển đến Syria, nơi ông trải qua đào tạo tôn giáo hơn nữa về tín ngưỡng Hồi giáo truyền thống."
3265,train,main-news,MSRpar,2012train,485,3.273,"Cuộc họp đã được lên kế hoạch kết thúc vào tối thứ Tư, với những người tham dự thông qua các nghị quyết bày tỏ quan điểm của giáo phái về các vấn đề nhưng không ràng buộc đối với các nhà thờ.","Vào thứ Tư, những người tham dự sẽ bỏ phiếu về các nghị quyết thể hiện quan điểm Báp-tít miền Nam về các vấn đề, nhưng không ràng buộc đối với các nhà thờ riêng lẻ."
3266,train,main-news,MSRpar,2012train,486,4.0,Nhưng thành tích không đầy đủ của học sinh trong các nhóm nhỏ khác nhau đã gắn thẻ tiểu bang là thiếu sót theo đạo luật Không có đứa trẻ nào bị bỏ lại phía sau của liên bang.,"Nhưng thành tích không đầy đủ của học sinh trong các nhóm nhỏ khác nhau, chẳng hạn như chủng tộc, đã đẩy tiểu bang vào danh sách cải thiện nhu cầu theo Đạo luật Không trẻ em nào bị bỏ lại phía sau của liên bang."
3267,train,main-news,MSRpar,2012train,487,3.25,"Điều này dẫn đến việc thu hồi bàn thờ Cancuen nặng 270 kg, được công bố hôm thứ Tư bởi Đại học Vanderbilt ở Nashville và Hiệp hội Địa lý Quốc gia.","Điều này đã dẫn đến việc thu hồi bàn thờ Cancun nặng 600 pound vào tháng trước, Đại học Vanderbilt ở Nashville và Hiệp hội Địa lý Quốc gia công bố hôm thứ Tư."
3268,train,main-news,MSRpar,2012train,490,3.5,"Trong một động thái không quá tinh tế nhắm vào Dean, ông dự đoán người Mỹ sẽ không bầu một đảng viên Dân chủ \""người thổi kèn không chắc chắn trong những thời điểm nguy hiểm này\"".","Họ sẽ không bầu làm tổng thống, một đảng viên Dân chủ thổi kèn không chắc chắn trong những thời điểm nguy hiểm này\""."
3269,train,main-news,MSRpar,2012train,492,1.75,"Báo cáo dự báo sẽ có 71.079 điểm nóng trên toàn thế giới trong năm nay, tăng từ chỉ 14.752 vào năm 2002 và 1.214 vào năm 2001.","Báo cáo cũng tuyên bố rằng sẽ có tới 9,3 triệu du khách đến các điểm nóng trong năm nay, tăng trở lại từ mức 2,5 triệu vào năm 2002."
3270,train,main-news,MSRpar,2012train,493,2.7,"Một nghiên cứu mới, được thực hiện ở châu Âu, cho thấy loại thuốc này hoạt động tốt như một nghiên cứu gây tranh cãi trước đó, được tài trợ bởi ImClone Systems, cho biết nó đã làm được.","Các bác sĩ kết luận Erbitux, loại thuốc ung thư đã vướng vào ImClone Systems trong một vụ bê bối giao dịch nội gián, hoạt động tốt như một nghiên cứu trước đó do công ty tài trợ cho biết."
3271,train,main-news,MSRpar,2012train,495,3.75,Luật sư Donald Levine của cô nói với The Telegraph rằng cô đã được đề nghị 250.000 $US để kể câu chuyện của mình độc quyền cho truyền hình Úc.,Ông Levine cho biết cô đã được đề nghị 400.000 USD để kể câu chuyện của mình cho một mạng lưới truyền hình Úc.
3272,train,main-news,MSRpar,2012train,496,3.75,Perry đã triệu tập các nhà lập pháp vào hai phiên họp đặc biệt để giải quyết việc tái phân chia khu vực của quốc hội.,"Kể từ đó, Perry đã triệu tập hai phiên họp lập pháp đặc biệt để cố gắng buộc kế hoạch tái phân chia khu vực được thông qua."
3273,train,main-news,MSRpar,2012train,499,4.0,Các quan chức AirTran và một quan chức Boeing từ chối bình luận vào ngày hôm qua.,"Trish York, phát ngôn viên của Boeing, từ chối bình luận về thỏa thuận này."
3274,train,main-news,MSRpar,2012train,500,4.2,"Vụ kiện nêu tên Shelley, một đảng viên Dân chủ, và các nhà đăng ký ở các quận Los Angeles, Orange và San Diego.","Vụ kiện nêu tên Ngoại trưởng Kevin Shelley, một đảng viên Dân chủ, và các cơ quan đăng ký cử tri ở các quận Los Angeles, Orange và San Diego."
3275,train,main-news,MSRpar,2012train,501,3.75,Các nhà đàm phán hôm thứ Sáu cho biết họ đã đạt được tiến bộ tốt trong vòng đàm phán mới nhất về việc tạo ra một Hiệp định Thương mại Tự do Trung Mỹ.,Các nhà thương thuyết hôm thứ Sáu cho biết họ đã đạt được tiến bộ trong vòng đàm phán thương mại tự do mới nhất giữa Hoa Kỳ và năm quốc gia Trung Mỹ trong tuần này tại Houston.
3276,train,main-news,MSRpar,2012train,502,3.8,"\""Rất khó để thực hiện các khoản vay hợp vốn lớn ở Nhật Bản\"", nơi thiếu chuyên môn, một nhân viên ngân hàng nói.","\""Rất khó để thực hiện các khoản vay hợp vốn lớn ở Nhật Bản\"", một nhân viên ngân hàng nói."
3277,train,main-news,MSRpar,2012train,503,4.4,Vụ việc xảy ra ở Illinois và liên quan đến một công ty vì lợi nhuận có tên Telemarketing Associates Inc.,"Vụ việc được quyết định hôm thứ Hai tập trung vào một người gây quỹ ở Illinois, Telemarketing Associates."
3278,train,main-news,MSRpar,2012train,505,4.6,"Ông kêu gọi Quốc hội \""gửi cho tôi dự luật cuối cùng càng sớm càng tốt để tôi có thể ký thành luật\"".","\""Tôi kêu gọi Quốc hội nhanh chóng giải quyết bất kỳ sự khác biệt nào và gửi cho tôi dự luật cuối cùng càng sớm càng tốt để tôi có thể ký thành luật\"", ông nói."
3279,train,main-news,MSRpar,2012train,506,1.667,"Ông Pingeon là giám đốc kiện tụng của Dịch vụ Pháp lý Cải huấn Massachusetts, một nhóm bảo vệ quyền của tù nhân.","Pingeon cho biết một luật sư cho tổ chức của ông, Dịch vụ Pháp lý Cải huấn Massachusetts, đã phỏng vấn Assan hôm thứ Ba."
3280,train,main-news,MSRpar,2012train,507,4.0,"Yee tốt nghiệp năm 1990 tại Học viện Quân sự Hoa Kỳ tại West Point, New York.",Yee lớn lên ở Hoa Kỳ và tốt nghiệp Học viện Quân sự Hoa Kỳ tại West Point.
3281,train,main-news,MSRpar,2012train,508,4.333,"\""PNC lấy làm tiếc về sự tham gia của mình\"" trong các thỏa thuận, Chủ tịch và Giám đốc điều hành James Rohr cho biết trong một tuyên bố.","James Rohr, chủ tịch kiêm giám đốc điều hành, cho biết PNC lấy làm tiếc về vụ việc."
3282,train,main-news,MSRpar,2012train,509,3.0,"CCAG ủng hộ Bill Curry, đối thủ của Rowland trong cuộc bầu cử thống đốc năm 2002.","Nhóm của ông Swan ủng hộ đối thủ Dân chủ của thống đốc, Bill Curry, trong cuộc bầu cử năm 2002."
3283,train,main-news,MSRpar,2012train,510,3.5,"Sau đó, họ bất hòa và ủng hộ một loạt lực lượng dân quân Congo đối thủ trong những năm gần đây.","Hai quốc gia xâm lược sau đó đã bất hòa, và kể từ đó đã ủng hộ các phe phái đối thủ."
3284,train,main-news,MSRpar,2012train,512,2.0,Một người khác cho biết các thành viên của họ sẽ tiếp tục gọi hơn 50 triệu số điện thoại trong danh sách của Ủy ban Thương mại Liên bang.,"Trong khi đó, Hiệp hội Tiếp thị Trực tiếp cho biết các thành viên của họ không nên gọi gần 51 triệu số trong danh sách."
3285,train,main-news,MSRpar,2012train,513,3.75,Nghệ sĩ giải trí kỳ cựu Bob Hope kỷ niệm sinh nhật lần thứ 100 của mình - và nhiều năm trong showbiz - vào thứ Năm.,Hollywood và thế giới đang chuẩn bị kỷ niệm sinh nhật lần thứ 100 của nghệ sĩ giải trí huyền thoại Bob Hope vào thứ Năm.
3286,train,main-news,MSRpar,2012train,516,1.8,Số lượng phát hành giảm nhiều hơn số lượng phát hành tăng gần 2 so với 1 trên Sàn giao dịch chứng khoán New York.,Số mã tăng vượt trội so với số mã giảm gần 8-3 trên NYSE và hơn 11-5 trên Nasdaq.
3287,train,main-news,MSRpar,2012train,517,2.667,"Một sân bay nổi với sàn đáp rộng 4,5 mẫu Anh, con tàu mất khoảng 5 năm để xây dựng.","Reagan, một sân bay nổi với sàn đáp rộng 4,5 mẫu Anh, là tàu sân bay lớp Nimitz thứ chín được đóng tại nhà máy đóng tàu Newport News."
3288,train,main-news,MSRpar,2012train,518,3.8,"Tôi rất tự hào về các công dân của tiểu bang này, Thống đốc John Baldacci, một kẻ thù sòng bạc nói.","\""Tôi rất tự hào về các công dân của tiểu bang này,\"" Thống đốc John Baldacci nói sau khi phiếu bầu từ cuộc trưng cầu dân ý hôm thứ Ba được kiểm."
3289,train,main-news,MSRpar,2012train,521,2.2,Một đồng nghiệp nữ bị thương cũng phải nhập viện và được liệt kê trong tình trạng tốt.,"Một phụ nữ được liệt kê trong tình trạng tốt tại khuôn viên HealthPark của Memorial, ông nói."
3290,train,main-news,MSRpar,2012train,522,4.333,"Nạn nhân bị bắn đã được đưa đến Trung tâm Bệnh viện Quận Kings, nơi anh ta chết sau đó, cảnh sát cho biết.","Nạn nhân, người không được xác định danh tính, đã được đưa đến Bệnh viện Quận Kings, nơi anh ta được tuyên bố là đã chết."
3291,train,main-news,MSRpar,2012train,525,2.333,"Họ báo cáo các triệu chứng sốt, nhức đầu, phát ban và đau cơ.","Các triệu chứng bao gồm cứng cổ, sốt, đau đầu và nhạy cảm với ánh sáng."
3292,train,main-news,MSRpar,2012train,526,3.25,"\""Chúng tôi đã trở nên giống như những người hoàn toàn xa lạ,\"" Klein trích dẫn lời anh nói.","\""Chúng tôi đã trở nên hoàn toàn xa lạ\"", John nói với một người bạn hai ngày trước khi qua đời."
